Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Interest
S01019,23,Male,3.3,1320,720,2.5,Mathematics,2,6,5,4,4,1,40500,3,5,Senior,10,No,HR
S01020,23,Female,3.45,1345,996,2.36,Medicine,1,0,5,3,4,5,47000,2,3,Entry,10,No,Software Development
S01021,18,Female,2.42,1035,919,3.31,Law,3,0,5,8,4,5,56700,10,4,Entry,7,No,Marketing
S01022,25,Female,3.77,1404,470,3.99,Computer Science,4,8,5,4,8,0,61300,6,5,Entry,3,Yes,Music
S01023,23,Female,3.23,1200,423,3.3,Business,3,9,3,8,8,0,58400,8,3,Entry,5,Yes,Physics
S01024,20,Female,2.86,1508,545,3.21,Law,0,9,1,3,2,4,58700,6,2,Mid,7,Yes,Data Science
S01025,26,Female,2.36,932,24,2.82,Business,3,5,5,2,7,3,45800,4,1,Mid,9,No,Creative Writing
S01026,19,Female,3.88,1546,61,2.63,Business,3,0,3,8,5,0,25000,3,3,Mid,10,Yes,Cybersecurity
S01027,28,Male,3.51,1177,823,3.82,Arts,0,6,4,6,2,3,61500,4,4,Entry,1,Yes,Robotics
S01028,25,Other,2.42,1032,701,3.94,Business,0,2,5,2,3,4,38000,8,1,Executive,6,Yes,Finance
S01029,27,Male,2.68,1426,84,2.99,Mathematics,4,9,1,7,7,3,82300,9,1,Entry,6,No,Software Development
S01030,20,Female,3.62,1025,225,2.58,Computer Science,4,3,2,10,6,5,55200,8,3,Entry,2,Yes,Cybersecurity
S01031,29,Male,3.39,1244,991,3.54,Medicine,2,3,0,7,6,4,70700,9,2,Executive,10,No,Music
S01032,22,Male,3.53,916,680,2.26,Mathematics,1,7,2,4,7,1,33500,8,3,Executive,9,No,AI
S01033,23,Male,2.88,1461,186,3.53,Arts,0,0,1,8,6,4,66900,5,5,Mid,5,No,Human Rights
S01034,27,Female,3.43,1546,375,3.64,Medicine,3,7,1,3,2,4,60700,5,5,Entry,9,No,AI
S01035,23,Male,2.77,1529,72,2.25,Business,3,8,1,9,8,4,55700,1,5,Entry,4,No,Data Science
S01036,21,Male,2.42,1277,74,3.95,Engineering,4,6,1,5,7,2,34200,8,4,Mid,5,No,Marketing
S01037,20,Female,3.27,959,897,3.97,Law,1,0,5,3,6,0,39400,2,3,Mid,5,No,Finance
S01038,21,Female,3.95,1536,341,3.87,Arts,0,6,4,9,5,3,59800,6,1,Entry,5,Yes,Film
S01039,18,Male,2.62,1366,153,2.99,Business,4,5,0,2,6,5,39400,6,4,Mid,9,No,Entrepreneurship
S01040,21,Male,2.92,1527,96,2.49,Arts,1,4,5,2,3,3,37600,10,5,Entry,1,Yes,Finance
S01041,18,Male,3.35,1290,565,3.16,Engineering,0,4,2,3,2,2,42400,4,4,Senior,8,No,Culinary Arts
S01042,29,Male,3.08,1584,445,2.84,Computer Science,3,0,4,9,9,1,57500,9,1,Mid,7,No,AI
S01043,18,Female,3.69,1086,686,2.41,Mathematics,3,5,3,10,1,5,71300,3,4,Executive,1,No,Entrepreneurship
S01044,27,Female,3.52,1397,110,2.85,Computer Science,4,3,1,3,2,0,56200,8,2,Mid,2,No,AI
S01045,23,Female,2.12,1499,458,3.33,Law,1,0,2,5,10,0,68300,2,5,Entry,1,No,Software Development
S01046,22,Male,4.0,1260,828,2.14,Computer Science,3,7,3,9,10,0,47900,5,3,Entry,4,No,Data Science
S01047,28,Female,3.5,1348,51,2.67,Mathematics,1,7,0,10,1,0,80600,6,5,Mid,10,Yes,Psychology
S01048,21,Female,3.73,1593,377,2.04,Mathematics,4,3,2,6,8,2,70000,2,5,Entry,9,No,Nursing
S01049,28,Female,3.3,1579,765,3.5,Engineering,2,6,4,6,4,3,63400,7,3,Senior,1,No,Software Development
S01050,20,Female,3.71,1080,73,3.28,Medicine,1,2,5,1,6,1,56900,5,3,Entry,3,No,Cybersecurity
S01051,18,Female,2.22,1029,212,2.13,Engineering,1,7,3,2,5,5,56000,10,1,Senior,7,No,AI
S01052,23,Female,2.7,1048,432,3.93,Engineering,4,6,2,9,8,5,27600,4,1,Entry,4,No,Data Science
S01053,19,Male,3.75,1371,724,2.05,Business,2,4,5,8,10,1,26900,4,2,Entry,6,Yes,Nursing
S01054,25,Female,2.4,1522,763,3.18,Computer Science,3,4,5,2,7,1,59800,2,4,Entry,7,Yes,Data Science
S01055,27,Female,2.16,1399,168,3.55,Arts,0,8,5,5,1,2,51100,9,4,Mid,6,No,Psychology
S01056,22,Female,3.58,1548,775,3.58,Mathematics,4,5,4,5,8,2,58400,1,4,Mid,8,No,Medicine
S01057,24,Male,3.67,1254,331,2.07,Law,0,5,1,6,4,4,33100,1,5,Entry,2,No,Finance
S01058,27,Female,2.33,1110,981,3.81,Medicine,2,1,2,4,7,2,72800,4,5,Entry,1,No,Entrepreneurship
S01059,29,Female,3.71,1557,742,3.84,Mathematics,2,4,5,9,3,0,47000,3,3,Entry,7,No,Cybersecurity
S01060,19,Male,3.37,1495,751,3.12,Arts,1,3,1,5,2,3,55700,9,2,Entry,3,No,Corporate Law
S01061,25,Male,3.04,929,787,2.96,Business,0,9,5,4,1,1,42500,7,2,Senior,4,Yes,Software Development
S01062,19,Female,3.66,1476,494,2.09,Business,0,2,3,9,10,2,54900,2,4,Mid,7,No,AI
S01063,21,Female,2.84,923,143,3.12,Medicine,2,8,3,2,5,3,85700,4,3,Entry,2,No,Nursing
S01064,18,Female,2.39,1121,582,2.82,Arts,0,6,3,2,3,0,67400,5,4,Entry,7,No,Biology
S01065,22,Male,2.57,1501,445,3.55,Medicine,3,3,1,3,3,2,41500,10,5,Entry,4,No,Film
S01066,26,Female,3.01,1517,824,2.81,Medicine,2,8,1,10,8,2,34900,4,3,Mid,9,Yes,Medicine
S01067,18,Male,3.06,1583,394,3.37,Computer Science,1,8,5,4,1,3,55300,4,4,Senior,1,No,Medicine
S01068,26,Male,3.61,1488,512,2.2,Arts,1,6,4,10,2,5,45000,4,2,Mid,3,No,Data Science
S01069,28,Male,3.58,1479,686,2.27,Computer Science,1,4,2,9,1,5,39800,8,1,Mid,8,No,AI
S01070,25,Male,3.16,1300,848,2.28,Mathematics,0,8,4,5,7,0,79800,7,5,Entry,7,No,Cybersecurity
S01071,23,Male,3.56,1503,621,2.09,Computer Science,2,6,1,2,4,2,25000,4,4,Executive,2,No,AI
S01072,24,Male,2.38,1411,715,3.08,Mathematics,1,8,2,3,3,3,60700,1,3,Entry,5,No,Robotics
S01073,20,Male,2.1,987,697,3.59,Law,2,2,3,8,3,0,79100,6,3,Senior,7,No,Corporate Law
S01074,18,Male,3.75,1364,803,3.22,Computer Science,0,8,4,6,10,2,32600,5,4,Entry,5,No,Cybersecurity
S01075,22,Female,2.15,949,328,3.15,Engineering,3,0,4,5,3,5,43700,5,2,Entry,10,No,Finance
S01076,29,Female,2.49,1002,604,3.36,Business,3,4,4,4,2,2,45100,6,4,Entry,1,Yes,Marketing
S01077,29,Male,3.39,1267,259,2.68,Business,3,1,1,4,5,1,74100,8,5,Entry,5,No,Nursing
S01078,19,Female,2.82,1391,834,2.72,Engineering,0,0,2,8,1,4,49600,6,3,Entry,10,No,Finance
S01079,22,Male,3.75,1457,437,2.63,Mathematics,1,2,3,6,5,0,80700,6,5,Entry,3,No,Medicine
S01080,25,Female,2.6,1590,718,3.42,Mathematics,0,6,1,5,10,3,62800,7,1,Mid,1,No,Data Science
S01081,28,Male,2.02,1167,564,2.32,Medicine,2,2,3,5,8,1,44700,8,2,Mid,10,No,Film
S01082,26,Male,2.6,1296,349,2.03,Arts,3,9,0,6,7,2,33100,4,4,Entry,4,No,Nursing
S01083,19,Female,3.16,1219,693,3.19,Arts,2,9,0,3,3,3,34800,7,4,Entry,7,No,AI
S01084,29,Female,2.75,1419,950,3.88,Arts,0,8,3,7,9,1,59900,8,2,Mid,7,Yes,AI
S01085,20,Female,3.07,1348,815,3.22,Computer Science,4,2,0,1,10,1,88500,6,3,Mid,2,No,Music
S01086,20,Female,3.75,1375,515,3.57,Arts,4,5,2,5,7,5,42900,9,4,Mid,2,Yes,Biomedical Engineering
S01087,18,Female,3.82,1489,449,3.35,Arts,0,1,2,6,1,5,40400,6,2,Executive,1,No,Software Development
S01088,25,Male,2.53,1139,399,2.99,Mathematics,1,7,1,2,6,4,59800,4,4,Entry,2,No,Psychology
S01089,23,Male,2.92,1157,596,3.44,Arts,2,9,3,2,4,5,47100,6,3,Entry,9,No,Biomedical Engineering
S01090,29,Male,3.1,1542,214,3.65,Business,0,4,1,9,6,1,43000,2,2,Mid,9,Yes,AI
S01091,25,Male,3.9,1289,546,2.45,Engineering,0,1,2,2,3,0,73300,8,3,Senior,7,No,Biology
S01092,28,Female,4.0,1242,562,2.67,Law,4,6,2,3,5,4,72900,6,4,Mid,3,No,Robotics
S01093,26,Female,2.47,1286,289,2.45,Mathematics,3,2,2,1,3,4,54300,4,2,Mid,8,No,AI
S01094,22,Male,3.45,1293,841,2.9,Medicine,3,4,4,9,7,2,40200,7,1,Mid,4,No,Medicine
S01095,29,Female,2.76,1582,259,3.77,Engineering,1,8,0,1,5,2,55800,8,4,Entry,5,No,Nursing
S01096,20,Female,2.02,1558,258,2.69,Arts,1,0,1,4,4,0,65400,3,2,Entry,10,No,Entrepreneurship
S01097,22,Male,2.02,1169,388,2.75,Medicine,1,1,1,7,10,3,70200,10,1,Entry,5,No,Nursing
S01098,22,Male,2.92,1048,784,3.72,Medicine,4,4,2,2,7,5,66900,3,2,Entry,2,No,Biomedical Engineering
S01099,22,Male,2.98,1279,694,3.03,Engineering,0,3,4,8,7,5,25000,10,5,Entry,9,No,Psychology
S01100,20,Male,2.05,927,545,3.07,Engineering,1,0,1,8,10,0,57400,3,5,Senior,6,No,Cybersecurity
S01101,28,Male,3.37,1048,265,3.72,Engineering,4,6,5,3,9,4,61600,3,2,Entry,6,No,AI
S01102,27,Female,2.59,1319,313,2.98,Mathematics,2,8,1,4,3,2,63900,2,2,Entry,1,No,Medicine
S01103,21,Male,3.12,1179,40,3.36,Mathematics,0,0,4,7,10,0,55400,5,5,Entry,2,No,Robotics
S01104,26,Male,2.6,1081,998,2.17,Law,2,7,2,5,8,2,50600,6,4,Mid,4,No,Finance
S01105,27,Other,2.33,1065,820,2.36,Engineering,3,8,4,5,7,0,45600,1,5,Mid,8,No,Cybersecurity
S01106,26,Female,2.81,916,210,2.81,Law,3,1,0,2,9,5,38100,6,5,Mid,8,No,Data Science
S01107,19,Female,2.46,1049,272,2.99,Computer Science,0,0,1,6,2,0,40500,7,5,Entry,9,No,Finance
S01108,25,Male,3.07,1238,136,3.93,Business,1,5,0,4,6,1,70700,2,3,Mid,1,No,AI
S01109,25,Male,2.4,944,599,3.94,Law,0,6,1,5,5,0,60700,1,4,Mid,8,No,Nursing
S01110,24,Female,3.02,1401,60,3.7,Business,1,1,0,5,3,2,62400,7,3,Mid,4,No,Marketing
S01111,25,Male,2.31,1088,510,2.63,Arts,3,4,1,2,7,0,41500,6,4,Entry,5,No,Cybersecurity
S01112,20,Male,3.34,1550,676,3.93,Computer Science,0,4,5,8,5,3,58000,3,3,Entry,10,No,Nursing
S01113,23,Female,3.51,960,515,3.38,Medicine,0,6,2,1,6,5,77600,2,3,Senior,5,No,Robotics
S01114,18,Female,2.22,1193,15,2.79,Engineering,1,0,5,2,4,5,52100,2,2,Mid,7,No,Entrepreneurship
S01115,24,Male,2.94,932,614,3.4,Arts,3,9,3,7,7,1,61900,2,5,Senior,3,Yes,Data Science
S01116,18,Female,2.14,1198,255,2.03,Medicine,3,7,4,7,7,0,42400,8,2,Entry,5,Yes,Criminal Law
S01117,26,Male,3.2,1314,737,2.29,Mathematics,1,4,1,2,5,3,44200,1,2,Entry,7,No,Graphic Design
S01118,18,Male,2.53,1523,722,3.66,Business,1,2,4,1,7,2,54300,3,2,Entry,6,No,Marketing
S01119,18,Male,3.06,1448,535,3.29,Medicine,1,8,1,10,7,3,39600,8,1,Entry,2,No,Entrepreneurship
S01120,24,Male,3.03,1330,235,2.73,Engineering,3,2,3,1,10,5,38800,6,4,Mid,8,No,Data Science
S01121,19,Male,3.85,1394,131,3.0,Engineering,3,6,2,1,8,1,47500,7,2,Mid,9,No,AI
S01122,22,Female,3.1,999,670,3.81,Law,0,9,2,6,1,2,53100,2,2,Entry,9,Yes,Data Science
S01123,25,Female,3.17,922,685,3.26,Law,3,6,4,10,4,0,40800,9,1,Entry,9,No,Software Development
S01124,25,Female,2.8,1319,17,2.8,Mathematics,2,9,5,7,1,0,52600,7,1,Entry,2,No,Software Development
S01125,20,Male,3.9,1323,882,2.24,Business,2,7,3,2,3,3,33200,3,5,Senior,10,Yes,Finance
S01126,24,Male,3.55,1386,954,2.59,Engineering,1,9,4,6,8,0,52500,9,2,Entry,3,No,Finance
S01127,20,Male,2.57,988,826,3.96,Computer Science,1,7,2,4,7,2,25000,3,4,Entry,4,No,Software Development
S01128,23,Male,3.69,1108,992,2.87,Arts,1,3,0,9,3,5,66200,10,2,Entry,2,No,Cybersecurity
S01129,23,Male,2.86,1170,878,2.94,Business,0,0,4,8,4,2,26700,8,5,Mid,6,No,Entrepreneurship
S01130,20,Female,3.66,1305,185,3.0,Business,2,3,1,8,2,0,73300,7,2,Senior,7,Yes,Entrepreneurship
S01131,24,Female,3.65,1177,391,3.77,Medicine,2,5,2,2,2,3,56400,3,1,Entry,9,No,Psychology
S01132,20,Female,2.38,1105,423,3.21,Business,3,9,1,5,5,0,58900,5,1,Entry,1,No,Psychology
S01133,25,Male,3.4,1489,846,3.39,Mathematics,2,5,3,2,2,5,43400,7,5,Entry,7,No,Finance
S01134,27,Female,2.58,1227,442,2.78,Arts,3,5,5,3,7,4,58100,3,5,Entry,5,No,Biomedical Engineering
S01135,21,Male,2.59,1509,696,2.06,Computer Science,0,6,5,8,1,0,52800,2,1,Entry,3,No,AI
S01136,18,Male,2.59,1235,655,3.86,Medicine,1,0,2,5,9,1,32700,9,1,Entry,5,Yes,Film
S01137,21,Male,3.45,1505,556,3.9,Arts,1,9,2,4,10,0,61600,2,2,Senior,6,Yes,Criminal Law
S01138,24,Female,2.46,1491,12,3.9,Law,3,0,5,5,1,5,37500,3,5,Senior,4,Yes,Creative Writing
S01139,28,Other,2.0,937,520,3.89,Business,4,6,4,8,1,4,85100,1,2,Senior,10,No,Finance
S01140,21,Male,3.43,1127,80,3.63,Mathematics,3,3,5,10,9,1,38200,1,1,Mid,9,No,Software Development
S01141,23,Female,2.34,1382,809,3.37,Engineering,0,5,5,7,7,3,25700,1,4,Entry,1,No,Data Science
S01142,26,Female,2.21,1033,674,3.69,Law,2,5,4,6,10,1,75400,10,5,Entry,10,No,Graphic Design
S01143,18,Male,2.48,1289,302,3.2,Engineering,3,8,1,2,4,2,61700,3,2,Mid,6,No,AI
S01144,22,Male,2.76,1512,216,2.27,Arts,0,1,4,10,3,5,56800,6,5,Mid,10,No,Human Rights
S01145,28,Male,2.95,1324,248,2.78,Computer Science,1,3,0,5,5,4,41700,10,4,Mid,2,No,Medicine
S01146,24,Other,2.09,1486,541,3.94,Engineering,4,3,2,10,2,2,51000,3,3,Mid,7,Yes,AI
S01147,18,Male,3.94,1409,272,2.7,Mathematics,4,6,5,9,6,2,47600,4,1,Senior,9,No,Biology
S01148,21,Female,3.43,1494,133,3.74,Arts,3,0,3,9,6,1,63400,2,4,Mid,6,No,Data Science
S01149,23,Male,2.65,1326,5,2.19,Medicine,2,4,2,9,1,1,41100,7,3,Entry,10,No,Software Development
S01150,19,Female,2.64,1554,756,2.67,Business,3,3,5,3,10,2,42500,4,2,Entry,9,No,Physics
S01151,27,Male,2.9,1373,542,2.7,Computer Science,4,1,1,9,9,5,60800,1,4,Entry,8,No,Graphic Design
S01152,22,Female,3.25,1467,629,2.1,Mathematics,4,4,5,9,1,3,69900,4,3,Mid,5,Yes,AI
S01153,28,Female,2.29,1260,690,2.24,Mathematics,1,8,4,5,6,0,44200,4,4,Entry,8,No,Psychology
S01154,27,Female,2.38,1110,773,2.39,Computer Science,2,7,2,6,7,0,59700,3,3,Entry,5,No,Entrepreneurship
S01155,18,Female,3.72,1078,747,3.68,Medicine,2,8,4,7,8,4,65600,8,2,Executive,8,No,AI
S01156,23,Male,2.51,957,141,2.13,Computer Science,4,6,5,10,2,1,36200,7,2,Entry,7,No,Nursing
S01157,23,Female,2.76,972,483,2.6,Arts,4,9,1,10,8,0,45800,10,2,Entry,5,No,Biomedical Engineering
S01158,21,Male,3.74,1114,305,2.02,Computer Science,3,6,4,10,10,3,25000,10,2,Entry,8,No,Film
S01159,25,Male,3.33,972,345,3.39,Computer Science,3,1,3,6,2,4,80900,3,2,Senior,6,No,Finance
S01160,21,Female,2.68,1366,562,3.24,Computer Science,1,2,5,5,2,5,53700,4,3,Senior,7,No,AI
S01161,25,Male,3.37,1170,270,3.29,Arts,4,9,1,1,9,1,63700,8,2,Mid,5,No,Marketing
S01162,25,Female,2.04,1398,108,2.75,Law,3,7,2,4,7,0,44100,10,4,Mid,8,No,Robotics
S01163,22,Other,3.47,1253,558,2.42,Business,1,1,2,8,8,2,42600,3,4,Executive,8,No,Entrepreneurship
S01164,21,Male,2.97,1133,474,3.44,Engineering,2,6,3,8,1,3,48400,5,2,Entry,1,No,Corporate Law
S01165,29,Female,3.63,1218,82,3.62,Law,4,5,0,6,10,3,47400,5,4,Entry,8,No,Biomedical Engineering
S01166,19,Male,3.91,918,638,2.28,Computer Science,0,9,4,3,6,1,85500,5,2,Entry,10,Yes,Finance
S01167,28,Male,3.85,1524,84,2.97,Medicine,4,3,5,8,1,5,56000,5,4,Entry,8,No,Music
S01168,20,Male,3.82,1474,290,2.5,Mathematics,3,3,2,7,5,3,60200,9,5,Entry,7,No,Entrepreneurship
S01169,20,Female,3.02,1271,71,2.34,Medicine,4,2,5,9,2,1,50300,10,1,Senior,6,No,Nursing
S01170,21,Female,2.72,1083,175,3.47,Arts,0,5,3,3,9,3,51200,5,4,Entry,10,No,Software Development
S01171,21,Female,2.93,1176,828,3.08,Business,4,2,4,6,3,0,60200,9,4,Senior,3,No,Biomedical Engineering
S01172,27,Other,3.38,1573,842,2.43,Computer Science,3,8,1,1,10,5,49500,9,1,Mid,7,No,Criminal Law
S01173,28,Male,3.77,1044,463,2.62,Arts,2,3,5,8,7,1,71000,10,5,Entry,4,Yes,Physics
S01174,28,Male,2.41,1557,849,3.93,Engineering,3,3,3,2,2,3,37600,4,1,Executive,8,Yes,Data Science
S01175,22,Female,3.84,980,395,3.7,Business,1,1,1,5,10,0,68200,9,4,Mid,5,No,Graphic Design
S01176,21,Female,3.63,1221,866,3.76,Business,3,1,1,6,4,5,67500,2,2,Mid,3,Yes,Cybersecurity
S01177,28,Male,3.96,1334,91,2.92,Arts,1,6,1,4,10,0,81300,3,5,Entry,6,No,Software Development
S01178,27,Male,3.76,942,469,3.25,Law,4,4,4,9,3,0,25000,1,4,Mid,6,No,Film
S01179,25,Female,2.56,1212,863,2.75,Mathematics,1,2,0,3,1,5,66200,7,2,Entry,6,No,AI
S01180,23,Female,2.21,1192,434,2.16,Medicine,4,5,5,2,10,1,40000,10,2,Entry,8,No,Software Development
S01181,23,Male,2.22,1587,249,2.8,Law,1,5,1,3,6,1,63400,9,5,Entry,1,No,Cybersecurity
S01182,25,Male,2.58,968,644,3.19,Business,3,0,2,5,5,3,63300,3,4,Entry,10,Yes,Robotics
S01183,24,Female,3.23,955,681,2.57,Medicine,0,2,4,1,6,5,37200,8,3,Mid,1,No,AI
S01184,27,Female,3.61,1530,955,3.7,Business,4,4,4,10,1,5,60700,1,2,Mid,10,Yes,Medicine
S01185,28,Male,3.8,1103,572,2.3,Mathematics,1,6,1,4,8,5,44900,6,1,Entry,7,No,Finance
S01186,29,Female,3.25,1319,881,2.73,Business,0,3,2,1,4,2,39600,6,3,Mid,3,No,Corporate Law
S01187,27,Male,2.01,1466,849,2.25,Business,1,7,3,9,7,2,25000,5,1,Entry,8,No,Software Development
S01188,25,Male,2.37,1449,241,2.81,Engineering,1,2,4,3,8,4,71200,4,5,Entry,3,No,Biomedical Engineering
S01189,19,Female,2.2,1142,702,2.08,Medicine,1,5,1,2,3,2,48600,3,2,Entry,6,No,Robotics
S01190,26,Female,2.73,1100,496,2.55,Engineering,3,5,5,5,4,5,34200,4,2,Mid,1,No,Medicine
S01191,18,Male,3.0,1373,340,2.8,Medicine,1,8,1,1,9,2,54800,7,5,Mid,2,No,Robotics
S01192,25,Female,2.09,1426,793,2.96,Mathematics,0,3,5,10,9,3,51600,7,2,Entry,7,No,Software Development
S01193,29,Female,2.7,1555,744,3.09,Mathematics,1,6,5,7,7,1,36200,3,3,Entry,6,Yes,Software Development
S01194,28,Female,2.36,976,471,2.55,Engineering,2,9,0,9,3,2,36500,10,3,Entry,1,No,Biomedical Engineering
S01195,29,Female,3.29,1377,463,3.05,Engineering,4,0,0,1,4,4,66600,3,5,Mid,10,Yes,Physics
S01196,29,Female,2.93,1339,801,3.02,Engineering,3,0,3,8,7,3,53200,3,4,Senior,7,No,Cybersecurity
S01197,21,Female,2.99,1162,275,2.63,Mathematics,2,1,3,8,6,0,40300,5,2,Mid,4,No,Nursing
S01198,21,Male,2.86,1084,825,3.66,Mathematics,2,3,5,7,6,0,44300,1,3,Entry,1,Yes,Biology
S01199,22,Male,3.91,954,15,3.09,Arts,0,5,3,10,4,4,44500,10,1,Mid,9,No,Medicine
S01200,25,Male,2.43,1207,41,2.66,Engineering,0,3,3,4,10,1,25000,7,2,Executive,3,No,Psychology
S01201,22,Female,3.03,1415,965,3.89,Law,3,5,1,7,8,5,64100,8,3,Senior,9,No,AI
S01202,25,Female,3.47,1198,208,3.69,Law,3,1,1,2,9,0,44500,7,3,Executive,7,Yes,Cybersecurity
S01203,27,Male,3.11,1451,60,3.97,Business,4,8,1,6,10,1,47700,8,3,Mid,8,Yes,Software Development
S01204,18,Male,3.86,1129,365,3.38,Computer Science,1,2,2,5,7,2,58400,9,4,Entry,7,No,AI
S01205,29,Female,2.76,1276,240,2.76,Engineering,3,6,5,5,8,2,68700,4,5,Senior,10,No,Cybersecurity
S01206,27,Male,2.93,1185,608,2.56,Computer Science,3,0,3,8,10,2,53000,3,4,Senior,9,Yes,Nursing
S01207,26,Female,2.18,1037,790,3.33,Computer Science,1,7,2,1,2,0,33600,7,1,Entry,3,No,Criminal Law
S01208,23,Male,3.22,1377,939,3.96,Business,4,3,4,8,4,0,46300,9,1,Mid,8,Yes,Cybersecurity
S01209,20,Female,2.58,1514,160,3.25,Computer Science,0,4,5,4,3,1,49000,9,5,Senior,2,No,Marketing
S01210,25,Female,2.32,906,397,3.76,Mathematics,4,6,4,10,6,1,25000,8,5,Senior,4,No,Finance
S01211,26,Male,3.09,1575,934,2.66,Computer Science,1,2,1,6,2,5,57100,3,3,Mid,10,No,Software Development
S01212,23,Male,3.06,1318,794,2.81,Mathematics,0,8,4,6,7,4,59900,6,1,Mid,4,No,Criminal Law
S01213,28,Male,2.15,1371,500,3.81,Mathematics,0,8,1,1,8,5,51400,2,3,Mid,6,No,Nursing
S01214,24,Female,3.4,1319,209,3.51,Law,0,7,5,8,4,2,37500,6,5,Mid,3,No,HR
S01215,18,Female,3.25,1175,133,3.96,Mathematics,4,0,5,4,8,3,53200,5,1,Entry,1,No,Psychology
S01216,22,Male,2.38,1460,381,3.55,Computer Science,1,1,3,9,8,3,65400,4,3,Entry,10,No,Data Science
S01217,22,Female,2.94,1507,433,2.9,Medicine,4,1,2,7,3,2,46700,3,2,Mid,8,No,AI
S01218,27,Female,3.44,1470,609,3.06,Engineering,4,2,1,4,1,4,62000,8,2,Entry,9,Yes,Cybersecurity
S01219,21,Male,3.06,1588,731,3.8,Engineering,2,1,0,1,3,5,56500,10,3,Mid,7,No,Cybersecurity
S01220,23,Male,2.79,989,389,3.1,Computer Science,3,0,0,9,10,1,25000,6,4,Entry,9,No,Corporate Law
S01221,24,Female,2.64,1181,997,2.51,Business,4,4,3,10,1,0,42300,9,3,Mid,6,No,Nursing
S01222,26,Female,3.22,1447,583,2.87,Medicine,2,5,2,6,2,4,57800,3,1,Mid,3,No,Data Science
S01223,18,Female,3.88,1070,432,3.03,Business,1,6,1,6,8,4,52000,5,5,Senior,9,No,Physics
S01224,23,Female,3.34,1537,274,2.19,Business,2,9,3,1,4,2,64100,4,3,Mid,1,No,Medicine
S01225,24,Female,2.15,1254,351,3.49,Computer Science,4,6,2,5,9,1,53500,6,1,Mid,1,No,Physics
S01226,20,Male,2.92,1103,134,2.22,Arts,1,1,0,4,7,3,59800,2,1,Entry,2,No,Film
S01227,25,Female,3.78,1188,66,2.81,Computer Science,2,6,1,1,3,3,45000,6,2,Entry,4,No,Biomedical Engineering
S01228,22,Female,2.19,1361,639,3.61,Law,4,1,2,7,1,5,55000,3,3,Entry,3,No,Data Science
S01229,26,Female,3.98,1508,205,2.94,Arts,1,1,4,4,1,5,34700,8,4,Senior,1,No,HR
S01230,22,Male,3.9,1072,298,3.68,Mathematics,1,5,1,3,1,3,63000,10,4,Mid,7,No,Data Science
S01231,26,Male,2.16,1200,117,2.68,Medicine,3,5,4,2,10,4,54100,10,5,Entry,4,No,Data Science
S01232,27,Male,3.87,1499,948,3.92,Arts,4,7,5,8,3,5,31800,6,5,Mid,1,No,Software Development
S01233,21,Male,2.73,1428,267,2.42,Computer Science,3,4,5,5,5,0,46600,8,2,Entry,6,No,Fashion Design
S01234,26,Male,3.69,1039,794,2.08,Computer Science,1,4,5,10,8,1,87500,7,3,Entry,6,No,AI
S01235,22,Female,2.84,1177,149,3.74,Business,1,9,3,9,8,0,47100,6,5,Entry,1,No,Finance
S01236,27,Female,2.88,1562,194,3.5,Computer Science,2,0,2,5,2,3,45400,9,3,Entry,7,Yes,Cybersecurity
S01237,26,Male,3.27,1410,680,2.46,Mathematics,3,3,5,10,9,0,38600,9,4,Entry,8,No,Biomedical Engineering
S01238,20,Female,3.55,1245,824,3.97,Law,0,0,2,1,9,4,33800,10,1,Executive,5,Yes,Entrepreneurship
S01239,21,Male,2.07,1039,886,3.0,Computer Science,4,9,2,10,7,2,35300,10,4,Mid,10,No,Film
S01240,26,Male,3.19,1013,179,3.9,Engineering,3,4,2,5,10,0,80300,4,2,Mid,7,No,Corporate Law
S01241,27,Male,2.37,1479,148,3.01,Engineering,1,7,1,5,5,5,55500,8,3,Mid,8,No,Medicine
S01242,28,Female,2.69,1406,465,2.94,Business,2,0,4,8,5,0,28800,3,1,Entry,7,No,Physics
S01243,23,Male,2.7,1265,976,2.9,Arts,4,2,4,6,8,0,50300,5,1,Executive,3,No,HR
S01244,19,Male,2.94,1590,569,2.67,Arts,4,0,3,5,8,5,65400,3,2,Executive,10,No,Nursing
S01245,24,Male,2.67,1536,5,3.07,Engineering,2,5,5,8,5,3,56400,10,1,Mid,10,No,Biology
S01246,19,Female,2.21,1296,526,2.91,Law,1,9,3,1,6,0,29400,4,3,Entry,2,No,AI
S01247,28,Male,2.29,1558,280,2.07,Medicine,0,0,2,5,6,1,59700,5,4,Senior,9,No,Corporate Law
S01248,19,Female,2.07,1010,499,2.52,Mathematics,2,9,0,3,6,4,50500,8,3,Entry,5,No,Data Science
S01249,28,Female,2.94,1257,836,2.43,Mathematics,0,2,0,5,5,1,53200,10,5,Mid,9,No,Music
S01250,18,Female,3.91,1137,436,3.73,Mathematics,3,4,2,3,9,1,77800,8,1,Entry,4,Yes,Cybersecurity
S01251,28,Female,2.23,902,816,3.2,Law,4,4,5,4,1,3,49700,3,1,Entry,1,No,AI
